rest,rating,reviews
Tim Ho Wan,5,"Hong Kong Dim Sum is everything!This outpost is easy to miss while walking from the Prince Edward station, so just make sure you're really on the lookout. I ate here with one other person and we ordered 11 items out of sheer excitement...we're pigs I know haha! We probably could have gotten away with just one order each of the Sui Mai and Har Gow but when you're in HK, you gotta go all in. These two are staples of any good dims sum establishment and they did not disappoint here. The wrappers on both were so thin and not chewy at all, which is a problem I often find back in America. The fillings were so much more flavorful too, probably because the meat and seafood they use is much fresher than what people use at home. The upgrade in flavor is undeniable. I also loved the Radish Cake! Sooo soft. Ugh, just writing about it makes me wish I could go back...apparently they will open up a NYC location sometime soon so I can't wait to try!"
Tim Ho Wan,4,"It this place worth the hype? I would say so. Coming from the States and reading a ton of restaurant blogs for HK, I knew that if I had the change, I should visit a Tim Ho Wan for their dim sum. Is everything UHHH-mazing? No... But there are a handful that were way better than the dishes I've had in the States. So his location in Sham Shui Po opens at 10am on the weekdays and 9am on the weekends so try to get there early. We waited for about 15 minutes for our table so the wait is not bad at all. Just try to stay in the shade if you plan on coming in the summer so you don't bake in the sun.The service is quick so once you sit, clean your utensils, your dishes should start coming out. We pretty much ordered everything on the sheet but the highlights were the shrimp dumplings, the sponge cake, and the pork kidney (or liver) shu mai.  For the shrimp dumplings, the wrapper was very thin but strong enough to hold the filling. The filling itself felt like it was had the right amount of seasoning with the right amount of salt. The sponge cake (Ma Lai Gou) was super fluffy. It was like a fresh Krispy Kreme donut that was fresh out of the fryer where it feels like you are biting into a cloud. I feel like I have never had a lighter sponge cake. It also had the perfect amount of brown sugar so it wasn't overly sweet. It was so good, we ordered a second serving. Finally, the pork kidney shu mai. I ordered this by accident because I suck at reading Chinese but it turned out good. I didn't eat the pork kidney cuz I'm not that adventurous but I felt the actual shu mai was better than the regular shrimp shu mai. It was more flavorful and felt like I was biting into chunks of meat.Some additional tips to making this a great experience:1. Come early and rush to the podium to get a number and start looking over the menu. It's all in Chinese so be sure you are ordering the right dish.2. Don't bring too much stuff with you because the tables are very close together. Like literally, my friend and I were pretty much sharing tables with the table next to us.3. Start off with a handful of orders and then keep adding. The dishes come out pretty quickly so don't be worried that ordering later will make you wait and wait for the latter orders to come out.4. When in doubt, order the dishes that they are known for: BBQ Pork Bun and the Sponge Cake.5. Come to this location as I hear this location is the original and is better and less crowded than the one in Central or Tseung Kwan O (or others that I am not aware of)"
Tim Ho Wan,5,"I don't know who Tim is or what he looks like, but I'm pretty sure I'd love him forever anyway.Famous for being the cheapest Michelin star restaurant in the world, score you some seriously AMAZING eats in this low key joint for dirt cheap. Seriously, I got 4 dim sum items (flaky pastry barbecue pork buns, turnip cake, phoenix talon, and shrimp dumplings) for $80HKD. ....$80 HKD. That's like, $10 USD, guys. For steamed-to-order, high quality, DELICIOUS dim sum. Plump juicy shrimp and lightly caramelized pastry for your barbecue buns? I mean, why aren't you over there already? If you come solo (like me), you will get sat quickly, likely sharing a table with someone. Smile and greet them- it's weird if you stare at them across the table and don't.Expect a serious wait on the weekends, and be patient when you order your food! It takes a long time to receive your food, but I promise that it'll all be worth it!"
Tim Ho Wan,5,What a great restaurant.  Every dish was a better rendition of classic Dim Sum dishes than I've had elsewhere.  This was especially true of the Baked barbecue pork buns.  The only dish I was mixed on was the sautéed vegetable.  This is a place you should go to.
Tim Ho Wan,4,"Yum to the yum to the infinite degree!!  As everyone stated, there is a long line to this place.  Go early b4 the place opens.  Most likely there will be a line already.  Order 2 orders of the baked bbq buns.  They r really that good.  The bread is light, airy and fluffy at the same time.   The bbq inside has the right amount meat and salty and sweetness.  The malay steamed cake was really good too.  They really use molasses to make it.  As a result,  u have dark, soft lightly sweetened cake.  The other dim sums were only ok.  I've had better elsewhere.  I would definitely go back for the bbq buns and malay go..."
Tim Ho Wan,4,"You don't come here for the service you come for the food! Best dim sum ever. If you want to walk right in and skip the wait show up after 1pm. I ate here twice during my visit and also at the Olympic location. This one seems much more like locals than the other. Everything is so cheap here that you can get a ton of food even if you don't eat it all. It's worth trying. Of course they are most famous for the BBQ pork buns, so make that a first on your list. My other favoritesolp are the aged pork congee, crispy spring rolls, egg cake, and shrimp dumplings. Honestly though nothing here is bad. If it's your first time here don't expect amazing service. Once seated you have to mark your card with your order and wave it in the air till someone grabs it. You'll pay at the front counter when done. Tim Ho Wan is just epically delicious and so so cheap. Our end bill for 6 dishes and two waters was $17 USD. Thank goodness we have one in NYC now because i'm addicted."
Tim Ho Wan,5,Rather simple meal The dim sum was a fun experience and the decor is simple and nothing fancy
Tim Ho Wan,5,Excellent dim sum place at an affordable price. Every item was delicious but the star is definitely the Baked BBQ pork bun. Space is tight and service is almost non-existent. We came on a weekday around 11am and waited about 15 mins for a table so not bad. The food comes very quickly so pace yourself when ordering. English menu available. Our bill came out to around HKD 180 for 2 adults and 1 toddler.
Tim Ho Wan,5,"An incredible value for delicious food!I arrived before 11:00 in the morning, and while I didn't have to wait, I was seated at a table with three others, and there were already larger groups waiting outside.  The staff were all very busy and working hard to keep throughput high.The baked BBQ pork buns and steamed egg cake were ridiculous.  I had some trouble eating the steamed sparerib due to the amount of gristle and bone left with the meat, but this is regional and not specific to the establishment.  Needless to say, I was extremely full after leaving here.  The unlimited pu-erh is a nice touch, although they do charge a few HK$ per seat.I overheard a local at my table saying that what makes Tim Ho Wan special is that they don't screw anything up.  Even the sticky rice is a detail that some restaurants miss, but not Tim Ho Wan."
Tim Ho Wan,5,"By far the best dim sum experience I've ever had. Service is... well... very Hong Kong, meaning all business.Food... amazing. Got the baked bao, liver vermicelli, soy noodles, and a bunch more. All of it was amazing.Cheapest Michelin Star restaurant... haha"
Tim Ho Wan,3,"Tim Ho Wan is a decent dim sum restaurant. I do believe it is way over-hyped. We had the standard dishes such as feng zhao, siu mai, har gow, lo mai gai. Overall, I was expecting these dishes to be superior to the ones in America. However, most tasted normal despite its Michelin status. The menu is also bare bones, so I didn't see any bolo baos or options to get different teas. That said, I did enjoy the freshly made char siu bao. That was amazing and hands down the main attraction by the locals and tourists such as myself. The food was cheap and I guess I can't complain as our total bill came to roughly $20 USD for a party of 2."
Tim Ho Wan,5,"I think this is the cheapest michelin star restaurant in the world, and the best dim sum I have ever eaten. The place is small and crowded. Come early and expect a wait. And be prepared to share a table with strangers (a common practice in smaller HK restaurants). Don't worry, you don't share your food with strangers. You eat what you order. Must orders are the rice rolls (cheung fun) and the bbq pork bun. The rice wrappers are thin enough to be translucent to see the filling, and silky smooth. And the bbq pork bun is slightly crispy on the outside, and light and fluffy on the inside. They also have the old-school vintage shau mai made with pork liver. Of course, they have the normal version for the less adventurous as well. They also have other dim sum dishes, such as shrimp dumpling (har gow) and chicken feet, and several rice dishes. One thing about this place is that they still use traditional bamboo steamers, as oppose to plastic or metal steamers. Bamboo steamers make a big difference as it keeps the temperature and moisture consistent. For dessert, don't forget to get the osmanthus gogi berry jello. The osmanthus is so refreshing with a slight sweetness for the gogi berry. A great end to a delicious meal. Once you're done, you bring your check up to the counter by the door to pay. A 10% service charge is already included  (a standard in HK)."
Tim Ho Wan,3,All of the food was fine but nothing was really that delicious besides the BBQ Pork Buns. Those were definitely the standout and they were great. Everything else was pretty run-of-the-mill; I wasn't impressed at all.
Tim Ho Wan,5,"Amazing melt in your mouth bbq pork pineapple buns! They use to give it as a complimentary dish, but now you actually have to order it. Its super worth it tho! I ate 2 orders myself and it came in 3's. HK Dim sum is not comparable to SF Dim Sum. Asia has it best when you talk about good food! I ordered multiple dishes for a party of 8 or 9. The bill came out to be only 500 hkg. So it was not bad at all! If you want to experience delicious dim sum and your in hong kong...make your way down here! They serve dim sum from morning to night. Sadly it is not the dim sum cart way of ordering. Plus side for those that do not read chinese characters, they have a english menu too!"
Tim Ho Wan,5,"little bit loudy and crowdy with long queue...but once tried, would know absolutely worth waiting. the cheapest michelin star restaurant ever tried."
Tim Ho Wan,5,"Best damn dimsum I've ever had. In my entire life. Seriously, I came back to the states and had dimsum and felt seriously disappointed/sad. It just won't ever be the same again. The shrimp dumplings here were the star for my table. We got 4 orders. Just writing those words are making me crave more right now. The pork buns are also AMAZING. They are like a pineapple bun with pork filling inside. PERFECT. One of my other favorite items- the short ribs. The sauce for the ribs is like the best I've ever had. We definitely overate here but we literally had to try everything on the menu. We did two rounds, after thinking one round would be enough. For being a Michelin Star restaurant, it's extremely affordable. I can't wait to go back. PS- going on a weekday (tuesday) we experienced no wait. This is probably quite unusual for this place. A local did recommend we go but told us to expect a wait, probably at least an hour."
Tim Ho Wan,5,"OMFG this is so good.I can't find the words to convey how much I enjoyed Tim Ho Wan. It's unbelievably delicious and the small prices are a breath of fresh air in a city where expensive restaurants are plentiful.We ate like kings for 170 HKD and had to be carried out.The restaurant itself is not the nicest, the service is nothing to write home about, the process is a bit difficult to figure out without any help, but none of that made a dent in the pleasure I had eating there.We just left the restaurant and I'm already considering going back for dinner. It's 10x better than other more expensive restaurants in Hong Kong."
Tim Ho Wan,3,"Having zero experience with Michelin star dining, I have only to go by the commonly held impressions of it being a sign of extremely excellent fine dining and culinary finesse. International chefs boast about their stars and have been known to cry over losing them, after all. However, the shameless casualness of Tim Ho Wan, supposedly the world's cheapest one Michelin starred restaurant, may make you rethink such impressions.Tim Ho Wan has many locations in HK, including this one in the edge of impoverished Sham Shui Po. Hype reeks right in the storefront. If it wasn't for the awaiting crowd outside and the Michelin recommended decals on the window, this might as well be your average dim sum restaurant in Hong Kong or anywhere else in the world.You can request an English menu/order sheet to read while waiting for a table, though their tables comes with placemats with pictures featuring some popular items. The popularity of this place means your party will likely be sharing a table with complete strangers. You will be given a large bowl, which is for you to clean your utensils and dishes with the big pot of tea (practically formalizing a practice many Asian diners do before eating). Service is a bit Asian-typical no-nonsense and quick-quick, to the point you may benefit from a mistake like we did with an extra order of siu mai plopped on our table. Shhhhh, don't say anything; wipe that confused look off your face!The food though generally didn't blow me away. It was as average as many good dim sum I have had elsewhere. Many people are head over heels for their specialty crispy barbeque pork buns. It looks quite like but smaller than a McCain's Pizza Pocket (only Canadians would know what that is), and the nicely crispy baked bun shell makes eating this pork bun interesting. But I was not flying off my seat with each bite; I actually find the small size and how it is not stuffed full of meat disappointing.Tim Ho Wan is quite more overly hyped than it deserves; judging from other reviews here people are coming in pre-impressed based on the reputation established by an international ranking run by a rubber tire company, wanting to want everything to be great. As a dim sum diner, it is mostly average an experience; as a restaurant with a Michelin star, it is hilarious and casual. Where else can you spend so little and still claim to your foodie friends you ate at a Michelin recommended restaurant? It's like earning a Yelp badge. Great, but I don't care much for the hype of Michelin star-land; I'm off to collect some real Pokemon badges now."
Tim Ho Wan,4,"Michelin 1 star restaurant for half the price of the Michelin star restaurant price. We came here for Dim Sum. I mean that is basically what they only serve. So we ordered a few things like the xiu mai, sticky rice, some dumplings and bean curb wrapped in pork. So I have to say the food was really good. I am amazed.Decor of the restaurant is not like number 1. But its ok. I think they are famous for the BBQ pork bun. We failed and didn't order that. I see every table ordering it. Well overall dim sum is fresh. Service is good and fair. There are quite a lot of servers working here."
Tim Ho Wan,4,"Came to HK mid april after a week in Korea. Been wanting to return to HK after having been since 2006. Tim Ho Wan was known to be a popular place due to it being a michelin star but affordable dim sum restaurant. Came here on a Monday morning expecting a wait of a sort. We were almost immediately sat at a table. Only delay was the waitress was not at the podium. Me being a stubborn head, i refused to ask for an english menu. Lol so i forced as much chinese character reading out of myself and referred to yelp for a picture Lol xDEverything is made to order. Which has its pros and cons. Pros is that its extremely fresh made and hot. Cons is usually its a limited menu and you dont get to see and over order XD Steamed fresh shrimp dumpling (Ha Gao) - Transparent skin with multiple shrimps inside. Fresh amazingly seasoned shrimp. Steamed pork dumplings with shrimp (Siu Mai) - In the states, this particular dumpling is majority pork. If not all pork. So usually kind of stiff in texture. This one was like half pork and a whole shrimp on the bottom. What a surprise ! I, myself, dont mind seafood and it was a nice surprise for me. One of my friends don't particularly like seafood, so he had a weird surprise. He didn't particularly not like it but didn't like it either. Glutinous rice dumpling (Loh Mai Gai) - In the states, one order comes with usually 2, maybe 3. At THW, it is 1. Big one. Shared among the three. Good flavor. Good size. One of my favorite dim sum items usually. Steamed chicken feet with black bean sauce (Fong Jiao) - Not many people like to eat this but i like it. So i decided to get it, even though one of my friends dont particularly like it, but will still eat it, and the other wont even dream of touching it. Nicely flavored. Not overcooked. The skin isnt mushy and kept its firmness and form. More popular with the older generation and some of the newer gen. acquired taste. not for the white-washed XD BBQ Rice Noodle - Baked bun with BBQ Pork (Cha Siu Bao) - Out of all the items, this is definitely one of my top favs. Different bun style than what im used to in the states. Usually a baked style with a thin honey glaze on top. Here its a bun where its borderline flakey but not flakey. And has a nice ""craquelin"" top similar to pineapple bun. Color of the bun is borderline white. Very surprising and yummy. Filling was flavorful and not overly sweet or salty.  Deep fried dumpling filled with pork (Ham Sui Gok) - Super fresh. Hot out of the fryer. Totally almost burned my mouth eating this. Not your typical fried item if you haven't had dim sum. The outside shell is more like deep fried mochi texture where it has a thin layer of crisp on the outside but its chewy too. Filling inside is not sweet, but savory. Pork and other ingredients. Popular item to order within my family. Vermicelli roll stuffed with BBQ Pork - Standard rice roll with stuffed ingredients. The noodle itself was nicely prepared. thick enough to hold but thin enough to be not too much. price overall was amazing. believe it was less than $20 USD. especially on the HKD to USD conversion. Rates are overall very stable for HKD from USD at on average 7.75 for the past many years. good place to try if you in town !"
Tim Ho Wan,3,"I had to try the world famous Tim Ho Wan in HK.  They are opening one in NYC at the time I wrote this.  Anyways, Tim Ho Wan is easy to get to since I was in TST station.  Lots of hype.  Did THW meet my expectations?  The pork buns with the crispy top was the highlight of my meal.  It is a tad sweet but I enjoyed the pork with the sweet sauce and the sugary crust. Also very genius.  pineapple bun crust with BBQ pork filling?  Hell yeah.  My dim sum staples (shrimp dumpling and siu mei) were a bit disappointed.  Coming from the states, I admit I have American taste buds and I was hoping for more in their shrimp dumpling/siu mei.  The sticky rice was decent.  Nothing that blew me away. Cheapest Michelin star restaurant.  So you have to go here when you visit HK.  I thought it was an average experience.  The BBQ pork buns are really tasty but the rest did not wow me."
Tim Ho Wan,3,"O-v-e-r-r-a-t-e-d.  Hyped in every guidebook in every language.  Lots of dimsum rookies, map in hand, wander in.  Pork buns pretty good - but otherwise ordinary food and limited menu."
Tim Ho Wan,2,"IFC mall for Tim Ho Wan. Place is a magnet for travelers arriving from the airport or MTR. Always expect a line outside but it loves along quickly. There's also a take out area at the register. This is CASH ONLY. Food is selected from a paper menu while you stand and wait on line. Once you sit, they serve the food you selected. This is a eat and go place so don't plan to sit there forever. Dim sum is dim sum but we noticed the quality has gone down the drain. Their famous crispy roast pork buns have become too saucey and salty. It used to be sweet and savory but now the bun is bland and the filling is overwhelmingly salty. Chicken feet is also bland. The plain rice rolls were very bland and soggy. Also ordered the shrimp rice rolls. Shrimps just a year ago were whole but today they were chopped pieces stuffed in a teaspoon dollop. Dumplings and glutinous rice were subpar. It lacks taste instead they were too oily. This is the last time we step foot in this branch."
One Dim Sum,5,"This was my first bite to eat in Hong Kong, except maybe the red bean bun that my friend Lily bought me. This place is a lot more amazing to me than I realized at the time: evening dim sum is something I have never encountered in my years of living, but I also never have lived in Hong Kong. The dim sum offerings are great, I found all my staple favorites, and more.The food here is good, I was not disappointed one bit. Siumai is my must-have at dim sum. The siumai was good and I'm not sure what the little beads are on it but it was delicious. Hargow was good too, another staple that did not disappoint. Radish cake was good, though we were confused about our sauce situation. Rice rolls were yummy, we got it with dried shrimp. Oh boy, though, the glutinous rice dumplings with pork-- I did not realize how much I love them. I've had them before at dim sum but this was the moment that made me mindful of that fact. Glutinous dumplings were deliciously chewy. Oof. I will remember to seek them out during my future dim sum adventures.Notes: They will serve you tea and it's not free; expect to pay 6 HKD a person for tea. They speak English here which is great for foreigners like myself. Cash only, like much of Hong Kong."
One Dim Sum,4,"Great place. Expect a wait around lunch, and into the early afternoon, but worth it. They want you to order fast so take the wait time to get your order ""in order"" LOL. I'm a fan of the flaky type of BBQ pork buns at Tim Ho Wan and these were more of a bread bun that were great in a different way. I might have changed teams for it! Although I do prefer the THW turnip cakes. We ordered a lot for 3 people (pics attached) and everything came out quickly and with flavour. There isn't anything I wouldn't recommend. Service wise they were alright, kind even though a bit cold. But mostly a long wait, and a bit of a rush. Only reason to go down a star, and I did find the rice rolls heavy on the rice and not so much on the other stuff. But still delicious. Oh also we had to share our table which is alright but if you aren't used to it can be awkward."
One Dim Sum,4,"I went here for dinner..i ordered bbq pork bun, cha liong, and sheu mai, and ha kau..taste was good..price were also reasonable..CONCLUSION = RECOMMENDED!!!"
One Dim Sum,5,"When in China, you gotta get dim sum! They accommodated our group of 15 fairly quickly and sat us separately in a private room. You order on the sheet by marking the quantity of orders you'd like next to the name/number of the dish. Our food was the last to come out among our group, but it was well worth the wait. Everything we had was so fresh, hot, steaming, and delicious. We ordered too many things to go into detail, but trust your gut on this one - whatever looks good, get it. The servers don't hesitate to clean up your table as soon as you show signs of being done, so don't expect to stay too long here haha"
One Dim Sum,4,"OMG!!! DIM SUM!!!This small little restaurant gets crazy packed and if you go near lunch time, expect the wait to be at least 1 hour or more long. The wait during the dinner hour is worst, however, I was craving this at 10pm yet surprisingly the restaurant was still full of patrons. I came here for dim sum of course. On this particular night, I ordered take out. The cashier was super helpful and handed me a menu and told me to take my time ordering and return it whenever I was done. Super cool. I seriously was in heaven. I flipped through the menu and literally marked one of everything. I was in the mood to eat for sure. Let's break this down, most of the dim sum dishes tasted delicious and fresh. Portions were moderate but plenty for a party of 2. My most favorite were the siu mai, sticky rice, and  if you're feeling adventurous, I would recommend the chicken feet! It's quite flavorful. I was disappointed that they had ran out of the doughnut wrapped in the rice paper. Overall, the food was great and I definitely got my money's worth. Staff was friendly and welcoming. I definitely would come back my next time in Hong Kong."
One Dim Sum,5,"Another decently priced Michelin starred dim sum place - why i love Asia so much.One dim sum was some of the best dim sum I've had. i went around lunch time and the line was superrrrrr long. Since i was alone, i think i waited about 30 minutes, but I'm sure bigger parties waited much longer.A lot of people are comparing this to Tim Ho Wan. i found them pretty similar. Tim Ho wins on its BBQ buns- their bread is more crispy like pineapple buns, One dim sum has a more soft and baked type of bread. BUT One Dim Sum wins on those mango coconut rolls- super delicious and not crazy sweet, which i like."
One Dim Sum,5,"Easily one of the best dim sum places I've ever eaten at. One Dim Sum is reasonably priced, has a Michelin star, and had no wait before noon on a weekday (but the line started forming shortly after). Take a nice morning stroll to browse the flower market and then fill your stomach here - skip waiting for Tim Ho Wan (which I haven't been to, but friends have denounced it overrated). The shrimp dumplings here are my #1 - and that's saying something since I order those at every dim sum joint. Everything is incredible, honestly you can't go wrong. I usually don't like fried offerings but the skin was SO crisp and flavorful on every dish we had. Service is great as well, do note it is communal seating. Too bad we came on our last day in HK as we surely would've made repeat visits."
One Dim Sum,4,Pretty standard dishes but they were all cooked fresh. I came at 9:45am right before before the rush. Come early or else a huge line starts to form outside. I thought the beef rice noodle rolls were fantastic!
One Dim Sum,5,"I am a big dim sum fan, having grown up eating it. It is still one of my dad's favorite things to eat. There's a lot of hype around this place and I personally think it lived up to it. But I'm not one of those people who is too cool for hype.The wait at noon-ish on a weekday was still quite long, but the place moves super quickly and it didn't feel that long compared to the number of guests being served. There are traditional Cantonese and English menus that are plentiful while waiting. In fact, you place an order while waiting and then the food comes shortly after you sit down. Really good system. We ate the traditional items: shumai, har gow, cheung fun. All really tasty and classic flavors that weren't just doused in salt as may be the case in California. But I must admit some dim sum places in LA and San Jose can hold their own. But the star of the meal was the mango mochi roll. DELICIOUS. If you only come for this, do it!"
One Dim Sum,5,Loved it and would highly recommend.Prices - greatStaff
One Dim Sum,5,"After reading about a little dim sum spot that received a Michelin Star for their food a few years back, we decided we had to check it out. We had a total of 36 hours in Hong Kong and made sure this was one of the 5 meals we has while here. By the end of the night, we declared it the best dim sum we've ever had!The place is in the Prince Edward area of Hong Kong - about 3 blocks from that stop on the red subway line. It's a small shop with seating for roughly 25. They move folks in and out quickly, but never made us feel rushed. We had reservations and that was key as the place was busy the whole time we were around.Three adults, three kids and about 13 dishes made our evening! We put together our order while waiting. They provided a book with pictures of everything for those of us who don't read or speak Chinese. Food pictures truly are a universal language!Everything was incredible! The best of the best however were the Char Siu Bao - hands down the best we've ever experienced! It was like a sweet cloud hugging BBQ Pork as it gracefully danced in my mouth before melting away. It was magical! The sticky rice was also wonderful- not something we're normally super impressed with, but his was perfect. The steamed vermicelli with bbq pork was boss as well!The custard buns were next level and the mango custard rolls were out of this world!The tea came in normal sized mugs which was a nice treat and by the end of the evening, we were stuffed, happy and had experienced the best dim sum we'd ever tasted! The bill for enough to feed 10 people...$50!I can't say enough good about this place! They earned their Michelin Star and continue to perform at a level that few can ever hope to get to. If you're on Hong King, please do yourself a favor and try this place out! You'll be oh so happy you did!"
One Dim Sum,4,"American review on food, less so on traumatic experience of trying to figure this place out. But instructions on what to do: check in at desk, get menu and card to fill out order. Fill out order and return to desk. They will call your number whether or not you have filled out your menu. It's quick and delicious eating. Try: shrimp & veg dumpling, pork dumpling, any of the food is seriously goodAvoid: going for a long sit down meal and conversation- you got to chew & screwGo for: super fast lunch. You'll wait outside for a while."
One Dim Sum,4,"#MemoriesMonday - Remembering Hong Kong... There's Tim Ho Wan and there's also Din Tai Fung.  We've had them elsewhere before and the goal was to find a local place.  We stayed near the Mong Kok District and an all-day dim sum restaurant happened to be walking distance from the Prince Edward Station.  One Dim Sum had a one-Michelin star rating back in the day and it has the 2013 Michelin sticker on its glass wall to prove it.  There was still a wait for a party of four at around 9pm and we had to share a long table with another family when we were seated.  Among those that we tried were:Steamed Sui Mai - Of course, we had to start with these traditional pork and shrimp dumplings.  A bit on the smaller side, but the taste made up for it.  With paper-thin wrapper and the right amount of mushroom, each piece was delicious.  Juicy, too!Steamed Shrimp Dumplings (Har Gow) - Another classic!  The skin was not as translucent as we wanted it to be, but the shrimp was perfectly cooked.  So freshly good!Steamed Vermicelli Roll with Shrimp and Leek Sprouts - One shrimp dish is never enough, so we had to order a family staple.  This is the go-to dim sum of my wife and daughters.  It's not because of the shrimp, but it's due to the sweet sauce that comes with it.  A winner every time!Fried Dumpling with Salted Meat (Ham Sui Kok - Thanks to my Yelp friend Lyla D. from Honolulu, HI for telling me the name) - This is where the sweet meets the savory; the crispy meets the chewy.  The glutinous rice dough perfectly complemented the flavor of the salted pork inside.  A favorite!Steamed Beef Stomach Sheet with Scallions - The owner wanted us to try something outside the norm and we were more than eager to orderbtheir honeycomb tripe.  In general, tripe has a neutral and light taste so, for us, it's the texture that makes it enjoyable.  It had the right amount of chewiness and the touch of ginger and scallion was very fitting.Iced Water - There wasn't!  Unless you're dining in those big, touristic restaurants, expect warm water to be served in small/medium businesses.  This comes with tradition that drinking warm water is better for digestion.Our HK trip was off to a rousing start with a very satisfying dim sum experience at One Dim Sum.  It was the hype of the Michelin star that brought us here, but we were ready to go to another place if it had been packed.  We were fortunate that the stars were aligned that night..."
One Dim Sum,5,"This is seriously the BEST dim sum restaurant I have ever been to. I will put up my dim sum resume with the best of them. Challenge me, I dare you. The wait was not too bad for us, maybe 15 min. The service I found to be decently friendly. But the fooooooood. Oh the food. Cue every song from every Zales commercial. It's magical. My favorite dish was the mango mocha/sticky rice goodness. But honestly every dish here was better than Tim Ho Wan. 100% worth the visit. End of story."
One Dim Sum,5,The best in hongkong!Perfect way to end a tiring day at Disneyland! easy to find - just 2 mins walk from Prince Edward Station (take exit A) Food is superb. Value for money. Staff is friendly.
One Dim Sum,5,"? , ? """", . youtu.be/vkhY23UT0owNow that we got the obligatory head scratching inside joke out of the way, here's the semi-TLDR summary:Delicious dim sum restaurant that seems to cater to both locals and tourists. Pricing is reasonable - especially in high COL Hong Kong - service was speedy and efficient and the vittles were toothsome indeed. Especially delicious were the baked pork buns, har gao (how you like me now?) and the famous mango coconut rice paper thingies. Corazon and I ate to excess with 9 dishes total and with a 10% service charge it only came out to $271 HKD."
One Dim Sum,5,"If you're looking for some authentic dim sum in Hong Kong, this is the place to be. There's always a line out the door, so try to get there early, otherwise they may run out of some of the options. The best one I can recommend is the chicken feet with bean sauce, and also the rice wrapped in lotus leaf."
One Dim Sum,4,"After my long afternoon nap, I was ready to eat dinner at almost 10PM. I came here because of rave reviews from Google, and I thought I would try it. There was a short line when I arrived with stools for the people waiting. They gave me a menu and I told them I couldn't read Chinese so they gave me this photo booklet that had pictures and five different languages to translate for tourists. That was extremely helpful! I ordered the chicken feet, bbq pork rice noodle and shrimp dumplings. I thought the food was good but I like Tim Ho Wan better."
One Dim Sum,3,"I had to try dim sum while in HK and this place was on several foodie lists. Came at 11am and there was already a wait out the door. Luckily they have a bunch of seats outside while you wait for your number to be called. They give you a menu and a tab to pick out your dishes while you're waiting which makes things really quick and efficient once you do get seated. They definitely cater to a more touristy clientele because their menu came in several different languages - English, Korean, German, french to name a few, plus it included pictures which was awesome. It's a small restaurant so any party larger than two would probably have a longer wait unless you came right when it opened. Once we got seated most of our dishes came out right away. We had the siu mai, ha gow, pork spare ribs, Chinese veggies, turnip cakes, baked pork buns and their special dessert mango mochi. The highlight was the mango mochi, I've never had anything like it in the states. The mochi skin was thin and the mango had just the right amount of sweetness. I initially didn't order it but I saw a lot of other tables ordering it so had to get it. It was so good I wanted to order another one but I got denied by the hubs since we already had so much to eat. All in all decent dim sum but wish I had time to try another more local spot to compare since it seemed very touristy."
One Dim Sum,5,"Our family of 4 came here multiple times within our 9 days visits.  We went to Tim Ho Wan and it was a waste of our time, money and effort.  Don't bother going elsewhere but One Dim Sum.  The food was excellent and reasonably priced.  Extra surprise and bonus is the excellent service!  Everyone was friendly and helpful.  I was most impressed by the one guy who was doing the seating.  He went out of his way to help and was so efficient with getting you seated etc.  Even during busy period such as on a Saturday morning, we did not have to wait that long and everything ran smoothly.  You never feel rushed even if it is busy.  Inside was not loud or chaotic like most busy Chinese restaurants.  All the dishes were excellent and consistently good.  Portion was not too small or too big.  Just the right amount.  Our tea was always filled up as needed.  We tried everything.  Pretty sure we looked like piggies but you can always take out your leftovers. ;)Highly recommend One Dim Sum!"
One Dim Sum,5,"Came here on a Sunday late morning, was packed but managed to snag a table for two (seated right next to another party for two at the same table haha...) Great dimsum, great tea, great service, with all the classics and more. Would highly recommend any tourist to try this spot to get their dimsum fix. (I heard from a friend who is a local that One Dim Sum is okay for HK, but there are better spots. Not sure where though...?)"
One Dim Sum,5,Wow. Best restaurant that we went to in Hong Kong!  The Mango rolls are to die for and the bbq pork roll was outstanding!  We ordered 7 dishes( a lot for 2 people) and it was only $210HK. What a bargain!  We only wish we had found this gem earlier in our trip!
One Dim Sum,4,"My daughter was craving dim sum for a few days so we found this restaurant which did not disappoint! There was a queue forming about 10 minutes prior to opening on a Saturday morning which was a good sign! We ordered our favorites - ha gow (shrimp dumplings), shumai (pork and shrimp dumplings) lo bak go (turnip cake), pai gwat (ribs in black bean sauce), hom seiu gok (deep fried dumpling), chive dumpling, shrimp noodle, roast pork noodle and a dessert they are know for - the mango roll. Everything was fresh, hot (except the mango roll) and delicious. The mango roll is a MUST. It is freakin' fantastic! Everything came out promptly and the service was good. Definitely check it out but get there early!"
One Dim Sum,5,"For dim sum in HK, it was pretty darn good.  The mango custard roll was amazing.  It was because the mango was super fresh which made it taste the so good.  The price was good and the inside was clean with good AC.  The service was fast and menu was clearly labeled.  We got everything we wanted.  This place is really good for tourist to try solid dim sum since menus also have English."
